image_path,dataset,original_class,mapped_class,background,split,is_duplicate
data\raw\riceleafbd\Bacterial Leaf Blight\311162571_5469448139777618_6986294095882567716_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,test,False
data\raw\riceleafbd\Bacterial Leaf Blight\311162571_5469448139777618_6986294095882567716_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\311173558_1078001522862587_6821030613800710079_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\311176948_1173457476855843_8876369629576747934_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\311176948_1173457476855843_8876369629576747934_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\311215805_2327211210781483_4316745845371875045_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\311215805_2327211210781483_4316745845371875045_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,test,False
data\raw\riceleafbd\Bacterial Leaf Blight\311228557_3354837764782169_1347128547830875125_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\311241844_867069184651555_26029076582327398_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\311265233_657558655877043_5865489749184376197_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,test,False
data\raw\riceleafbd\Bacterial Leaf Blight\311279607_8500016796705278_1785616972798444820_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\311296765_525129705864898_613330793096347451_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\311311853_5451057041609361_5671669149495919327_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\311316953_2333723993468631_1150700993852292418_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\311332387_657230612713643_6199394551710473389_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,test,False
data\raw\riceleafbd\Bacterial Leaf Blight\311332387_657230612713643_6199394551710473389_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\311441515_1079990362543994_6288708335709485111_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\311442085_3290982681175106_6220041470786268097_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\311453915_3375316629450850_968877061441042640_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\311466345_1063398244336523_5655169926138422138_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\311866964_567071142085825_622814194050866011_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\311877206_813451169874270_1813155305506983296_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\311877206_850779099448782_7344538294085096936_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\311900983_689802402358732_3634352778830511459_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\311900983_689802402358732_3634352778830511459_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\311903426_838983637128251_2126702621483037354_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\311905670_494313549327013_3366459603905626498_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\311905670_494313549327013_3366459603905626498_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,test,False
data\raw\riceleafbd\Bacterial Leaf Blight\311922711_862621194774744_1639676549932614409_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,test,False
data\raw\riceleafbd\Bacterial Leaf Blight\311950185_1181251602817107_2793916819747041864_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,test,False
data\raw\riceleafbd\Bacterial Leaf Blight\311958416_856690878677156_2200993711463183195_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\311994481_1554859204947566_3246896678956371692_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,test,False
data\raw\riceleafbd\Bacterial Leaf Blight\311996253_708829197508056_1204240679350468183_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312005263_671890507987285_3104310052928250043_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312109408_775761866918297_6977507205127226856_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312115862_868821337579765_6672153462436386912_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312117365_3213264032297783_6825796052983078457_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312124793_2094179050769487_8295648045246142761_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312124793_2094179050769487_8295648045246142761_n (2).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312124793_2094179050769487_8295648045246142761_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312134552_1074778793216195_7727199800077020230_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\312144415_509177034425217_5689135141004163658_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\312156860_1303276270474197_3862165336192323356_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312168283_695866688628163_6057433753176077367_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312183275_656322959375215_4017854485040632635_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312203278_5366371953471241_8735366072359109211_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,test,False
data\raw\riceleafbd\Bacterial Leaf Blight\312203280_1112869256098748_5917544327451324383_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312216982_865720758115042_5955277785360983136_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\312240092_427147422938967_679263528616862535_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312262792_903324473966751_5231161925546916462_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312265952_860714698675407_8304289516212089109_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312270228_804664440820807_2302721452737006100_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312305620_840412667306112_5109935503413715418_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\312307012_1137047957009667_5775483781927203184_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\312319966_688919419618010_4242118936767372404_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,test,False
data\raw\riceleafbd\Bacterial Leaf Blight\312358944_1165312637746496_9080282855795945222_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\312362021_897971174434056_4612567614879769508_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\312366899_848781659487265_7905190979807373086_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\312372571_868246384178924_1560286390148884930_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312376726_506582041393533_6134942179223141876_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312380040_666514341810864_640069108703250035_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312380040_666514341810864_640069108703250035_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312430212_856443215361815_4156088728725466798_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312460599_615434820370384_4814049240850019307_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312468370_5637100656380348_703247384194259115_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312472792_444886301126098_1501912677559689732_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312472792_444886301126098_1501912677559689732_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\312492836_921608635883654_5040495292452316542_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312497633_493821666106853_2003525939535835671_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312501455_701030871075552_5552237118172408186_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312533724_527055925932704_529721116070509117_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\312544784_688879059321101_6372406967365528103_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312562418_839362653763759_9061241516002192433_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312567234_1137342777156531_6664665408580704339_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312602648_1233624923888692_5205660825053270302_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312602648_1233624923888692_5205660825053270302_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,test,False
data\raw\riceleafbd\Bacterial Leaf Blight\312646122_640566951102447_2555335777393358146_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\312656411_465523942147125_5077802567650565707_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312662581_465466095568796_6078116808070006939_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312665151_823751822349646_2099650976172566029_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312665151_8320432917998191_1604786143188951266_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312665151_8320432917998191_1604786143188951266_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,test,False
data\raw\riceleafbd\Bacterial Leaf Blight\312701781_1737299809990745_2445287125465582583_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312704681_795162698218208_1051476981153219409_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,test,False
data\raw\riceleafbd\Bacterial Leaf Blight\312704681_795162698218208_1051476981153219409_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312706214_427375179400683_5301068537977839772_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312708295_658525155897001_2690667916063653321_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312708644_1280225746108999_5061069931412327781_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312709288_1547785992338261_1313766342061877705_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312729215_2367073810112328_6929513737770592226_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312735367_788952488860882_5846495993529613836_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312785445_1599618183789246_6785072920701701173_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\312814131_5737346553026808_4825949185555821636_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,test,False
data\raw\riceleafbd\Bacterial Leaf Blight\312814140_676724064091604_719715407509556462_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312825899_918213142479666_8187078238093186601_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\312832518_549472323680260_2663611904166783782_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312847473_1461819517659471_8659958642311574889_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\312890873_497867222269951_4022885594997532713_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,test,False
data\raw\riceleafbd\Bacterial Leaf Blight\312899709_676667683828905_3129524143857991819_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312912387_542087637738188_9057210992686544035_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\312915118_662477082240879_7201080361578101744_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\312918593_812923126632902_6109964321710625166_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312925345_1156721908267660_1075663843189959229_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312925345_1156721908267660_1075663843189959229_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,test,False
data\raw\riceleafbd\Bacterial Leaf Blight\312964669_454960753440897_8478428658294630974_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,test,False
data\raw\riceleafbd\Bacterial Leaf Blight\312974194_2709532582801460_3219081549650181894_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312974194_2709532582801460_3219081549650181894_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312975402_1528136661036791_1394897624014877779_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\312978871_660758595666798_3325351575029013031_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\312990018_1136540447236375_5043220856020100086_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,val,False
data\raw\riceleafbd\Bacterial Leaf Blight\312990018_1337846716966826_4711896998053243296_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,test,False
data\raw\riceleafbd\Bacterial Leaf Blight\313004913_3389591657947614_3495100598670456610_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\313016481_5867146806663135_5094170152353790410_n (1).jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
data\raw\riceleafbd\Bacterial Leaf Blight\313016481_5867146806663135_5094170152353790410_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,test,False
data\raw\riceleafbd\Bacterial Leaf Blight\313075917_3424973521160379_7569098915164717131_n.jpg,riceleafbd,Bacterial Leaf Blight,bacterial_leaf_blight,,train,False
